Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
TRAVEL INN MOTEL,,,721110,721110,Motel,Motel,Verified,High,Analyst,4,2026-01-21 16:11:41,
ZIONSVILLE REALTY PARTNERS,,,531120,531120,Real Estate Partnership,Real Estate Partnership,Verified,High,Analyst,3,2026-01-21 16:11:41,
BEARDEN HILL OFFICE PARTNERS,,,531120,531120,Office Property Entity,Office Property Entity,Verified,High,Analyst,3,2026-01-21 16:11:41,
BOGHANI PROPERTIES,,,531120,531120,Real Estate Investment,Real Estate Investment,Verified,High,Analyst,3,2026-01-21 16:11:41,
BROADWAY DEVELOPMENT 2001,,,531120,531120,Real Estate Development,Real Estate Development,Verified,High,Analyst,3,2026-01-21 16:11:41,
BUILDING 3800 REDBANK ROAD,,,531120,531120,Commercial property entity,Commercial property entity,Verified,High,Analyst,3,2026-01-21 16:11:41,
C BANKS PROPERTY MANAGEMENT,,,531312,531312,Property Management,Property Management,Verified,High,Analyst,3,2026-01-21 16:11:41,
CAC,,,423730,423730,HVAC Equipment Wholesaler,HVAC Equipment Wholesaler,Verified,High,Low,3,2026-01-21 16:11:41,
CAC DISTRIBUTION,,,423730,423730,HVAC Equipment Wholesaler,HVAC Equipment Wholesaler,Verified,High,Medium,3,2026-01-21 16:11:41,
CAPTAINS WATCH COA,,,813990,813990,Condominium owners association,Condominium owners association,Verified,High,Analyst,3,2026-01-21 16:11:41,
CAROTHERS CORNER,,,531120,531120,Commercial retail center (Property),Commercial retail center (Property),Verified,High,Analyst,3,2026-01-21 16:11:41,
CASHING THE BLUEGRASS,,,522390,522390,Check Cashing Services,Check Cashing Services,Verified,High,Low,3,2026-01-21 16:11:41,
COUSIN CONSTRUCTION,,,236118,236118,Residential Remodel,Residential Remodel,Verified,High,Analyst,3,2026-01-21 16:11:41,
CROSS KEYS CONDO ASSOCIATION,,,813990,813990,Condominium owners association,Condominium owners association,Verified,High,Analyst,3,2026-01-21 16:11:41,
DEARRINGER BUILDINGS,,,531120,531120,Commercial property entity,Commercial property entity,Verified,High,Analyst,3,2026-01-21 16:11:41,
DO IT RIGHT EXCAVATING,,,238910,238910,Site preparation and excavating,Site preparation and excavating,Verified,Medium,Analyst,3,2026-01-21 16:11:41,
DOLLYWOODS DREAM MORE RESORT,,,721110,721110,Resort hotel and hospitality,Resort hotel and hospitality,Verified,High,Analyst,3,2026-01-21 16:11:41,
DOWNTOWN WEST VILLAGE II OWNERS ASSOCIATION,,,813990,813990,Property Owners Association,Property Owners Association,Verified,High,Low,3,2026-01-21 16:11:41,
EAGLE DAYTON PROPERTIES,,,531110,531110,Residential Rental Property,Residential Rental Property,Verified,High,Analyst,2,2026-01-21 16:11:41,
FIRST HIGHLAND MANAGEMENT AND DEVELOPMENT,,,531120,531120,Real Estate Development,Real Estate Development,Verified,High,Analyst,3,2026-01-21 16:11:41,
GASLIGHT COURT,,,531110,531110,Residential apartment community,Residential apartment community,Verified,High,Analyst,3,2026-01-21 16:11:41,
GRIFFIN POWELL PROPERTIES,,,531110,531110,Residential Rental Property,Residential Rental Property,Verified,High,Analyst,2,2026-01-21 16:11:41,
GRUBB AND ELLIS MANAGEMENT SERVICES,,,531312,531312,Legacy Property Mgmt,Legacy Property Mgmt,Verified,High,Analyst,2,2026-01-21 16:11:41,
H AND H PROPERTIES,,,531120,531120,Property Holding,Property Holding,Verified,High,Analyst,2,2026-01-21 16:11:41,
HARLAN COUNTY FISCAL COURT,,judge-executive.harlanonline.net,921110,921110,Local Government,Local Government,Verified,High,Analyst,2,2026-01-21 16:11:41,
HATCHER HILL INVESTMENT GROUP IV,,hatcher-hill.com,531390,531390,Real estate development,Real estate development,Verified,High,Analyst,2,2026-01-21 16:11:41,
HOSNY PROPERTIES,,,531110,531110,Residential Rental Property,Residential Rental Property,Verified,High,Analyst,2,2026-01-21 16:11:41,
IMS INVESTORS MANAGEMENT SERVICE,,ims-inc.info,531312,531312,Property Management,Property Management,Verified,High,Analyst,2,2026-01-21 16:11:41,
INDY POWER SYSTEMS,,indypowerproducts.com,221122,221122,Electric Power Distribution,Electric Power Distribution,Verified,High,Analyst,2,2026-01-21 16:11:41,
INNOVATION RE,,innovativei.com,531120,531120,Real estate investment entity,Real estate investment entity,Verified,High,Analyst,2,2026-01-21 16:11:41,
INTERRA SKY WATERFRONT,,interracapital.com,531120,531120,Commercial property entity,Commercial property entity,Verified,High,Analyst,2,2026-01-21 16:11:41,
IRG BATAVIA 1,,industrialrealtygroup.com,531120,531120,Industrial property entity,Industrial property entity,Verified,High,Analyst,2,2026-01-21 16:11:41,
IRMSCHER CONSTRUCTION,,,236220,236220,General Contractor,General Contractor,Verified,High,Analyst,2,2026-01-21 16:11:41,
JOHANN PLUMBING,,,238220,238220,Plumbing Contractor,Plumbing Contractor,Verified,High,Analyst,2,2026-01-21 16:11:41,
K AND L ALLSTAR INVESTMENTS,,,523910,523910,Real estate investment entity,Real estate investment entity,Verified,High,Analyst,2,2026-01-21 16:11:41,
KNOXVILLE PROPERTIES PARTNERSHIPAPP,,,531120,531120,Commercial property entity,Commercial property entity,Verified,High,Analyst,2,2026-01-21 16:11:41,
