Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
RDJ COLE PROPERTIES,,,,531110,,Residential Rental Property,Verified,,Analyst,1,2026-01-20 09:23:00,
SEAGROVE PROPERTIES,,,,531120,,Property Holding,Verified,,Analyst,1,2026-01-20 09:23:00,
SERVICE MANAGEMENT SYSTEMS,,smsclean.com,,561720,,Facilities Support Services,Verified,,Analyst,1,2026-01-20 09:23:00,
SEVIERVILLE FORKS PARTNERS,,greenbrier-rea.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-20 09:23:00,
SKI HOLDINGS DBA TWO MAIDS OF LEXINGTON,,twomaidscleaning.com,,561720,,Residential Cleaning Services,Verified,,Analyst,1,2026-01-20 09:23:00,
SMS HOLDINGS,,smsholdings.com,,561720,,Facilities Support Services,Verified,,Analyst,1,2026-01-20 09:23:00,
STEVEN SCHAEFER AND ASSOCIATES,,schaefer-inc.com,,541330,,Structural Engineering,Verified,,Analyst,1,2026-01-20 09:23:00,
STRATEGIC CAPITAL PARTNERS,,strategiccapitalpartners.com,,531312,,Commercial Real Estate Investment,Verified,,Analyst,1,2026-01-20 09:23:00,
STRIETER HOLDINGS,,,,531120,,Real Estate Leasing,Verified,,Analyst,1,2026-01-20 09:23:00,
SUN PROPERTIES,,,,531120,,Property Holding,Verified,,Analyst,1,2026-01-20 09:23:00,
