Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
MALIBU BOATS,,malibuboats.com,,336612,,Boat Manufacturing,Verified,,Analyst,1,2026-01-21 11:43:41,
MARBLE PRODUCTS INTERNATIONAL,,marbleproductsinternational.com,,327991,,Stone Product Manufacturing,Verified,,Analyst,1,2026-01-21 11:43:41,
MARS CHOCOLATE,,mars.com,,311351,,Chocolate and Confectionery Manufacturing,Verified,,Analyst,1,2026-01-21 11:43:41,
MARTINREA HEAVY STAMPING,,martinrea.com,,336370,,Automotive Metal Stamping,Verified,,Analyst,1,2026-01-21 11:43:41,
MASONITE,,masonite.com,,321911,,Wood Door Manufacturing,Verified,,Analyst,1,2026-01-21 11:43:41,
MATT WARREN RENTAL,,,,,,,Deferred,,Analyst,1,2026-01-21 11:43:41,
MATT WILLIAMS RESIDENCE,,,,,,,Deferred,,Analyst,1,2026-01-21 11:43:41,
MATTAR ELECTIC,,mattarservices.com,,238210,,Electrical Contractor,Verified,,Analyst,1,2026-01-21 11:43:41,
MAYDAY BREWERY,,facebook.com,,312120,,Brewery (Reported Closed Nov 2024),Verified,,Analyst,1,2026-01-21 11:43:41,
MAYERSON JCC,,mayersonjcc.org,,813410,,Community Center / Non-Profit,Verified,,Analyst,1,2026-01-21 11:43:41,
MBX BIOSCIENCES,,mbxbio.com,,325412,,Biopharmaceutical Research and Development,Verified,,Analyst,1,2026-01-21 11:43:41,
MCH,,mchcorp.com,,541519,,Managed IT and Cybersecurity Services,Verified,,Analyst,1,2026-01-21 11:43:41,
MCLANE,,mclaneco.com,,424410,,Wholesale Grocery Distribution,Verified,,Analyst,1,2026-01-21 11:43:41,
MCLANE DISTRIBUTION,,mclaneco.com,,424410,,Wholesale Grocery Distribution,Verified,,Analyst,1,2026-01-21 11:43:41,
MCLANE FOODSERVICE DISTRIBUTION,,mclaneco.com,,424410,,Wholesale Foodservice Distribution,Verified,,Analyst,1,2026-01-21 11:43:41,
MCSCROOGES WINES AND SPIRITS,,mcscrooges.com,,445310,,Liquor and Wine Retail,Verified,,Analyst,1,2026-01-21 11:43:41,
MECHANICAL SYSTEMS OF DAYTON,,msdinc.net,,238220,,Mechanical Contractor (HVAC/Plumbing),Verified,,Analyst,1,2026-01-21 11:43:41,
MEDIC DBA MEDIC REGIONAL BLOOD CENTER,,medicblood.org,,621991,,Blood and Organ Bank,Verified,,Analyst,1,2026-01-21 11:43:41,
MEDPACE,,medpace.com,,541715,,Clinical Research Organization (CRO),Verified,,Analyst,1,2026-01-21 11:43:41,
MELALEUCA,,melaleuca.com,,454390,,Health and Wellness Product Direct Sales,Verified,,Analyst,1,2026-01-21 11:43:41,
MELINK,,melinkcorp.com,,541330,,Energy Efficiency and HVAC Services,Verified,,Analyst,1,2026-01-21 11:43:41,
MELINK SOLAR,,melinksolar.com,,238210,,Solar Energy Systems Installation,Verified,,Analyst,1,2026-01-21 11:43:41,
MELLOW RIVER DBA HH2HOME,,hh2home.com,,423210,,Furniture Distribution (HH2 Home),Verified,,Analyst,1,2026-01-21 11:43:41,
MELROSE PLACE TENNESSEE GENERAL PARTNERSHIP DBA MELROSE PLACE,,themelrosenashville.com,,531110,,Apartment Complex (The Melrose),Verified,,Analyst,1,2026-01-21 11:43:41,
METAL IMPROVEMENT,,cwst.com,,332812,,Metal Surface Treatment (Shot Peening),Verified,,Analyst,1,2026-01-21 11:43:41,
METAL TECH BUILDING SPECIALISTS,,metaltech.com,,238120,,Metal Building Construction,Verified,,Analyst,1,2026-01-21 11:43:41,
METALKRAFT COACHWERKES,,metalkraftcoachwerkes.com,,811121,,Luxury Vehicle Restoration and Body Work,Verified,,Analyst,1,2026-01-21 11:43:41,
MIAMI VALLEY GAMING AND RACING,,miamivalleygaming.com,,713210,,Casino and Racetrack (Racino),Verified,,Analyst,1,2026-01-21 11:43:41,
MIDAMERICA MGMTWEST CRESCENTVILLE,,midamco.com,,531312,,Commercial Property Management,Verified,,Analyst,1,2026-01-21 11:43:41,
MIDPARK KNOXVILLE,,,,,,,Deferred,,Analyst,1,2026-01-21 11:43:41,
