Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
GRIFFITH GROUP,,,,524210,,Insurance / Misc,Deferred,Low,Analyst,1,2026-01-20 16:27:42,
HABITAT FOR HUMANITY KNOXVILLE,,knoxvillehabitat.com,,624229,,Community housing services,Verified,High,Analyst,1,2026-01-20 16:27:42,
HATCHER HILL INVESTMENT GROUP IV,,,,531390,,Real estate development,Verified,High,Analyst,1,2026-01-20 16:27:42,
HAYES ENDOCRINE AND DIABETES CENTER,,hayesendocrine.com,,621111,,Medical practice (Endocrinology),Verified,High,Analyst,1,2026-01-20 16:27:42,
HEALTHSOURCE OF OHIO,,healthsourceofohio.org,,621399,,Community health center,Verified,High,Analyst,1,2026-01-20 16:27:42,
HILTON GARDEN INN BRENTWOOD,,hilton.com,,721110,,Traveler accommodation,Verified,High,Analyst,1,2026-01-20 16:27:42,
HILTON GARDEN INN MALL OF ST MATTHEWS,,hilton.com,,721110,,Traveler accommodation,Verified,High,Analyst,1,2026-01-20 16:27:42,
HIMARK BUILDING GROUP,,himarkbuildinggroup.com,,236220,,Commercial building construction,Verified,High,Analyst,1,2026-01-20 16:27:42,
HINES,,hines.com,,531120,,Real estate investment & mgmt,Verified,High,Analyst,1,2026-01-20 16:27:42,
HOLIDAY INN WORLDS FAIR PARK,,ihg.com,,721110,,Traveler accommodation,Verified,High,Analyst,1,2026-01-20 16:27:42,
HOMEPLACE AT MIDWAY,,homeplaceatmidway.com,,623312,,Assisted living community,Verified,High,Analyst,1,2026-01-20 16:27:42,
HOTEL GENEVIEVE MOUNTAIN AND RIVER CITY,,hotelgenevieve.com,,721110,,Hotel operations,Verified,High,Analyst,1,2026-01-20 16:27:42,
IDI GAZELEY,,idilogistics.com,,531120,,Industrial real estate/logistics,Verified,High,Analyst,1,2026-01-20 16:27:42,
IMAGINE SCHOOLS,,imagineschools.org,,611110,,Charter school network,Verified,High,Analyst,1,2026-01-20 16:27:42,
INFINTECH,,infintech.me,,522320,,Payment processing services,Verified,High,Analyst,1,2026-01-20 16:27:42,
INNOVATION RE,,,,531120,,Real estate investment entity,Verified,High,Analyst,1,2026-01-20 16:27:42,
INTERRA SKY WATERFRONT,,,,531120,,Commercial property entity,Verified,High,Analyst,1,2026-01-20 16:27:42,
IRG BATAVIA 1,,,,531120,,Industrial property entity,Verified,High,Analyst,1,2026-01-20 16:27:42,
ISLAMIC ASSOCIATION OF CINCINNATI,,icgc.us,,813110,,Religious organization,Verified,High,Analyst,1,2026-01-20 16:27:42,
J AND F MECHANICAL,,jfmechanical.com,,238220,,HVAC/mechanical contractor,Verified,High,Analyst,1,2026-01-20 16:27:42,
J AND J GENERAL MAINTENANCE,,jjgmi.com,,561210,,Facilities support services,Verified,High,Analyst,1,2026-01-20 16:27:42,
JENNIFER BANNER RESIDENCE,,,,814110,,Individual / Residential,Deferred,High,Analyst,1,2026-01-20 16:27:42,
JERRY R SMITH ARCHITECT,,jerryrsmitharchitect.com,,541310,,Architectural services,Verified,High,Analyst,1,2026-01-20 16:27:42,
JFK ENTERPRISES,,,,622210,,Psychiatric hospital / Healthcare,Deferred,Low,Analyst,1,2026-01-20 16:27:42,
JML CAPITAL,,jmlcapital.com,,523920,,Portfolio management,Verified,High,Analyst,1,2026-01-20 16:27:42,
K AND L ALLSTAR INVESTMENTS,,,,523910,,Real estate investment entity,Verified,High,Analyst,1,2026-01-20 16:27:42,
KY CHAMBER OF COMMERCE,,kychamber.com,,813910,,Business association,Verified,High,Analyst,1,2026-01-20 16:27:42,
KENTUCKY HIGH SCHOOL ATHLETIC ASSOCIATION,,khsaa.org,,813990,,Sports association,Verified,High,Analyst,1,2026-01-20 16:27:42,
KENTUCKY SCIENCE CENTER,,kysciencecenter.org,,712110,,Science museum nonprofit,Verified,High,Analyst,1,2026-01-20 16:27:42,
KENTUCKY VETERANS CEMETERY NORTH,,ky.gov,,812220,,Government veterans cemetery,Verified,High,Analyst,1,2026-01-20 16:27:42,
