Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
ZF NORTH AMERICA,,zf.com,,336390,,Automotive Components Manufacturing,Verified,High,Analyst,1,2026-01-21 15:35:13,
ZF STEERING SYSTEMS,,zf.com,,336330,,Motor Vehicle Steering & Suspension Mfg,Verified,High,Analyst,1,2026-01-21 15:35:13,
TRAVEL INN MOTEL,,,721110,721110,Motel,Motel,Verified,High,Analyst,2,2026-01-21 15:35:13,
ALOFT LOUISVILLE EAST,marriott.com,marriott.com,721110,721110,Hotel,Hotel,Verified,High,Analyst,2,2026-01-21 15:35:13,
COURTYARD BY MARRIOTT CINCINNATI MIDTOWNROOKWOOD,marriott.com,marriott.com,721110,721110,Hotel,Hotel,Verified,High,Analyst,2,2026-01-21 15:35:13,
CROWNE PLAZA UNION STATION,ihg.com,ihg.com,721110,721110,Hotel,Hotel,Verified,High,Analyst,2,2026-01-21 15:35:13,
CUTTING CREW,cuttingcrewknoxville.com,cuttingcrewknoxville.com,812112,812112,Beauty Salon,Beauty Salon,Verified,High,Analyst,2,2026-01-21 15:35:13,
DELTA HOTELS ASHLAND DOWNTOWN,marriott.com,marriott.com,721110,721110,Hotel,Hotel,Verified,High,Analyst,2,2026-01-21 15:35:13,
EMBASSY SUITES CHARLESTON,hilton.com,hilton.com,721110,721110,Hotel,Hotel,Verified,High,Analyst,2,2026-01-21 15:35:13,
INDIA BAZAAR,,indiabazaarusa.com,445110,445110,Ethnic Grocery Store,Ethnic Grocery Store,Verified,High,Analyst,3,2026-01-21 15:35:13,
NEWLY WEDS FOODS,newlywedsfoods.com,newlywedsfoods.com,311999,311999,Food Manufacturing,Food Manufacturing,Verified,High,Analyst,2,2026-01-21 15:35:13,
INGERSOLL-RAND,irco.com,irco.com,333912,333912,Industrial Machinery Mfg,Industrial Machinery Mfg,Verified,High,Analyst,2,2026-01-21 15:35:13,
JM SMUCKER,jmsmucker.com,jmsmucker.com,311999,311999,Food Manufacturing,Food Manufacturing,Verified,High,Analyst,2,2026-01-21 15:35:13,
TUFF TORQ,tufftorq.com,tufftorq.com,333612,333612,Power Transmission Mfg,Power Transmission Mfg,Verified,High,Analyst,2,2026-01-21 15:35:13,
AL NEYER,alneyer.com,alneyer.com,236220,236220,Commercial Construction,Commercial Construction,Verified,High,Analyst,2,2026-01-21 15:35:13,
ACCUMET SPECIALTY METALS,accumet.net,accumet.net,331221,331221,Cold-Rolled Steel Manufacturing,Cold-Rolled Steel Manufacturing,Verified,High,Analyst,2,2026-01-21 15:35:13,
CALLISONS,callisons.com,callisons.com,311930,311930,Flavoring Syrup and Concentrate Mfg,Flavoring Syrup and Concentrate Mfg,Verified,High,Analyst,2,2026-01-21 15:35:13,
COLOR RESOLUTIONS INTERNATIONAL,new.colorresolutions.com,new.colorresolutions.com,325910,325910,Printing Ink Manufacturing,Printing Ink Manufacturing,Verified,High,Analyst,2,2026-01-21 15:35:13,
DCM PRODUCTS,dcmproducts.com,dcmproducts.com,326199,326199,Plastic Product Manufacturing,Plastic Product Manufacturing,Verified,High,Analyst,2,2026-01-21 15:35:13,
DET BEVERAGES,detbeverages.com,detbeverages.com,424810,424810,Beer Wholesaler,Beer Wholesaler,Verified,High,Analyst,2,2026-01-21 15:35:13,
EQUIVIS NORA,equivis.com,equivis.com,531120,531120,Industrial Real Estate,Industrial Real Estate,Verified,High,Analyst,2,2026-01-21 15:35:13,
EXCEL CLIPS,excelclips.com,excelclips.com,332722,332722,"Bolt, Nut, and Screw Mfg","Bolt, Nut, and Screw Mfg",Verified,High,Analyst,2,2026-01-21 15:35:13,
FAST OF NORTHWEST OHIO,fastnwo.org,fastnwo.org,624310,624310,Vocational Rehabilitation,Vocational Rehabilitation,Verified,High,Analyst,2,2026-01-21 15:35:13,
FLUID HANDLING TECHNOLOGY,fluidhandlingtechnology.com,fluidhandlingtechnology.com,333914,333914,Pump and Pumping Equipment Mfg,Pump and Pumping Equipment Mfg,Verified,High,Analyst,2,2026-01-21 15:35:13,
GW RICHMOND EXCEL,excelcenter.org,excelcenter.org,611110,611110,Charter School,Charter School,Verified,High,Analyst,3,2026-01-21 15:35:13,
IKRON,ikron.org,ikron.org,624310,624310,Vocational Rehabilitation Services,Vocational Rehabilitation Services,Verified,High,Analyst,2,2026-01-21 15:35:13,
IMPACT SERVICE GROUP,impactsg.com,impactsg.com,561720,561720,Facility Services,Facility Services,Verified,High,Analyst,2,2026-01-21 15:35:13,
