Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
CAZANA FAMILY DCP GENERAL PARTNERSHIP,,ciprop.com,711219,711219,Wrestling promotions and real estate holding,Wrestling promotions and real estate holding,Verified,High,Analyst,2,2026-01-21 15:56:55,
CINCINNATI PHYSICIANS,,uchealth.com,621111,621111,Medical group (UC Health),Medical group (UC Health),Verified,High,Analyst,2,2026-01-21 15:56:55,
COLUMBUS LOGISTICS PARK WEST BUILDING I,,columbuslogisticsparkwest.com,531120,531120,Industrial logistics property,Industrial logistics property,Verified,High,Analyst,2,2026-01-21 15:56:55,
COMMUNITY CORRECTIONAL CENTER,,occaonline.org,922140,922140,Government correctional facility,Government correctional facility,Verified,High,Analyst,2,2026-01-21 15:56:55,
COUSIN CONSTRUCTION,,,236118,236118,Residential Remodel,Residential Remodel,Verified,High,Analyst,2,2026-01-21 15:56:55,
CROSS KEYS CONDO ASSOCIATION,,,813990,813990,Condominium owners association,Condominium owners association,Verified,High,Analyst,2,2026-01-21 15:56:55,
CS LEASING,,cslintermodal.com,531120,531120,Real Estate Leasing,Real Estate Leasing,Verified,High,Analyst,2,2026-01-21 15:56:55,
DEARRINGER BUILDINGS,,,531120,531120,Commercial property entity,Commercial property entity,Verified,High,Analyst,2,2026-01-21 15:56:55,
DO IT RIGHT EXCAVATING,,,238910,238910,Site preparation and excavating,Site preparation and excavating,Verified,Medium,Analyst,2,2026-01-21 15:56:55,
DOLLYWOODS DREAM MORE RESORT,,,721110,721110,Resort hotel and hospitality,Resort hotel and hospitality,Verified,High,Analyst,2,2026-01-21 15:56:55,
DOWNTOWN WEST VILLAGE II OWNERS ASSOCIATION,,,,813990,,Property Owners Association,Verified,High,Low,2,2026-01-21 15:56:55,
EXCALIBUR DEVELOPMENT,,excaliburdevco.com,531120,531120,Real Estate Development,Real Estate Development,Verified,High,Analyst,2,2026-01-21 15:56:55,
EXCHANGE RIGHT NET LEASED PORTFOLIO 29 DST,,exchangeright.com,531120,531120,Commercial property investment (DST),Commercial property investment (DST),Verified,High,Analyst,2,2026-01-21 15:56:55,
EXETER 1415 COLLINS LP,,eqtgroup.com,531120,531120,Commercial property entity,Commercial property entity,Verified,High,Analyst,2,2026-01-21 15:56:55,
EXETER 55015599 WEST 74TH ST IN,,eqtgroup.com,531120,531120,Commercial property entity,Commercial property entity,Verified,High,Analyst,2,2026-01-21 15:56:55,
EZ IRON SERIVCE,,eliteironohio.com,,238120,,Structural Steel Contractor,Verified,High,Low,2,2026-01-21 15:56:55,
FIRST HIGHLAND MANAGEMENT AND DEVELOPMENT,,,531120,531120,Real Estate Development,Real Estate Development,Verified,High,Analyst,2,2026-01-21 15:56:55,
GASLIGHT COURT,,,531110,531110,Residential apartment community,Residential apartment community,Verified,High,Analyst,2,2026-01-21 15:56:55,
GATEWAY HOLDINGS,,gatewayholdingsllc.com,531120,531120,Real Estate Holding,Real Estate Holding,Verified,High,Analyst,2,2026-01-21 15:56:55,
