Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
JLL PROPERTY MANAGEMENT,,jll.com,,531210,,Commercial Real Estate Services,Verified,,Analyst,1,2026-01-20 14:23:27,
BLUE RIDGE REALTY,,blueridgecos.com,,531312,,Commercial Real Estate Services,Verified,,Analyst,1,2026-01-20 14:23:27,
PROVIDENCE COMMERCIAL REAL ESTATE,,providencecres.com,,531210,,Commercial Real Estate Brokerage,Verified,,Analyst,1,2026-01-20 14:23:27,
HOLROB COMMERCIAL REALTY,,holrob.com,,531210,,Commercial Real Estate Services,Verified,,Analyst,1,2026-01-20 14:23:27,
NEYER PROPERTIES,,neyerproperties.com,,531390,,Commercial Real Estate Development,Verified,,Analyst,1,2026-01-20 14:23:27,
TOWNE PROPERTIES,,towneproperties.com,,531311,,Residential Property Managers,Verified,,Analyst,1,2026-01-20 14:23:27,
WESTERN SOUTHERN,,westernsouthern.com,,524113,,Direct Life Insurance Carriers,Verified,,Analyst,1,2026-01-20 14:23:27,
WHITE OAK ATHLETIC CLUB,,whiteoakac.org,,611620,,Sports and Recreation Instruction,Verified,,Analyst,1,2026-01-20 14:23:27,
WIEDEMANN,,wiedemannbeer.com,,312120,,Breweries,Verified,,Analyst,1,2026-01-20 14:23:27,
WINDSOR SUITES,,windsorsuites.com,,721110,,Hotels and Motels,Verified,,Analyst,1,2026-01-20 14:23:27,
WKN ENTERPRISES DBA TITLE BOXING CLUB,,titleboxingclub.com,,713940,,Fitness and Recreational Sports Centers,Verified,,Analyst,1,2026-01-20 14:23:27,
WONTON FOOD TENNESSEE,,wontonfood.com,,311824,,"Dry Pasta, Dough, and Flour Mixes Manufacturing",Verified,,Analyst,1,2026-01-20 14:23:27,
WORLDSOURCE INTEGRATION,,worldsourceintegration.com,,541512,,Computer Systems Design Services,Verified,,Analyst,1,2026-01-20 14:23:27,
XETRON,,xetron.com,,334290,,Other Communications Equipment Manufacturing,Verified,,Analyst,1,2026-01-20 14:23:27,
YAMOTA WEST,,,,,,,Deferred,,Analyst,1,2026-01-20 14:23:27,
YH AMERICA,,y-yokohama.com,,336330,,Motor Vehicle Steering and Suspension Components Manufacturing,Verified,,Analyst,1,2026-01-20 14:23:27,
YUSA,,yusa.com,,326291,,Rubber Product Manufacturing for Mechanical Use,Verified,,Analyst,1,2026-01-20 14:23:27,
ZAMIAS SERVICES,,zamias.com,,531312,,Nonresidential Property Managers,Verified,,Analyst,1,2026-01-20 14:23:27,
EQUITY GROUP FOUR,,equitygroupproperties.com,,531311,,Residential Property Managers,Verified,,Analyst,1,2026-01-20 14:23:27,
HH PARKSIDE,,hhbagels.com,,722515,,Snack and Nonalcoholic Beverage Bars,Verified,,Analyst,1,2026-01-20 14:23:27,
