Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
ALPARC IV CITYGATE OPERATING,,,,,,,Deferred,,Analyst,1,2026-01-20 14:48:43,
ALPARC IV CRAMER CREEK OPERATING,,,,,,,Deferred,,Analyst,1,2026-01-20 14:48:43,
ALPLA,,alpla.com,,326199,,All Other Plastics Product Manufacturing,Verified,High,Analyst,1,2026-01-20 14:48:43,
ALSTOM,,alstom.com,,336510,,Railroad Rolling Stock Manufacturing,Verified,High,Analyst,1,2026-01-20 14:48:43,
ALTA REFRIGERATION,,altarefrigeration.com,,238220,,"Plumbing, Heating, and Air-Conditioning Contractors",Verified,High,Analyst,1,2026-01-20 14:48:43,
AMANO CINCINNATI,,amanocincinnati.com,,333999,,All Other Miscellaneous General Purpose Machinery Manufacturing,Verified,High,Analyst,1,2026-01-20 14:48:43,
AMERICAN SOCIETY FOR CLINICAL PATHOLOGY,,ascp.org,,813920,,Professional Organizations,Verified,High,Analyst,1,2026-01-20 14:48:43,
AMMEGA US DBA MIDWEST INDUSTRIAL RUBBER,,mir-belting.com,,326220,,Rubber and Plastics Hoses and Belting Manufacturing,Verified,High,Analyst,1,2026-01-20 14:48:43,
ANKAA GLOBAL LOGISTICS,,ankaaglobal.com,,488510,,Freight Transportation Arrangement,Verified,High,Analyst,1,2026-01-20 14:48:43,
ANSON LOGISTICS ASSETS,,,,,,,Deferred,,Analyst,1,2026-01-20 14:48:43,
ARGOSY CASINO HOTEL,,hollywoodindiana.com,,721120,,Casino Hotels,Verified,High,Analyst,1,2026-01-20 14:48:43,
ARK BROOKVALE,,,,,,,Deferred,,Analyst,1,2026-01-20 14:48:43,
ART GEISSLER,,remax.com,,531210,,Offices of Real Estate Agents and Brokers,Verified,High,Analyst,1,2026-01-20 14:48:43,
ARTS RENTAL,,artsrental.com,,532289,,All Other Consumer Goods Rental,Verified,High,Analyst,1,2026-01-20 14:48:43,
ARVATO DIGITAL USA,,arvato.com,,541614,,"Process, Physical Distribution, and Logistics Consulting Services",Verified,High,Analyst,1,2026-01-20 14:48:43,
ASPHALT INSTITUTE,,asphaltinstitute.org,,813910,,Business Associations,Verified,High,Analyst,1,2026-01-20 14:48:43,
ATKINS AND PEARCE,,atkinsandpearce.com,,313220,,Narrow Fabric Mills and Schiffli Machine Embroidery,Verified,High,Analyst,1,2026-01-20 14:48:43,
ATKINS AND STANG,,,,,,,Deferred,,Analyst,1,2026-01-20 14:48:43,
ATRIUM LP,,,,,,,Deferred,,Analyst,1,2026-01-20 14:48:43,
AUDI KNOXVILLE,,audiknoxville.com,,441110,,New Car Dealers,Verified,High,Analyst,1,2026-01-20 14:48:43,
