Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
TAKOMA PROPERTIES,,,,,,,Deferred,,Analyst,1,2026-01-20 09:43:12,
TRIHEALTH,,trihealth.com,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 09:43:12,
TRIPLE NET PROPERTIES,,triplenetproperties.com,,531312,,Commercial Property Management,Verified,,Analyst,1,2026-01-20 09:43:12,
TW DEVELOPMENT GROUP,,twdevgroup.com,,531312,,Real Estate Development,Verified,,Analyst,1,2026-01-20 09:43:12,
TWG DEVELOPMENT,,twgdev.com,,531312,,Real Estate Development,Verified,,Analyst,1,2026-01-20 09:43:12,
UNIVERSITY HEALTH SYSTEMS,,utmedicalcenter.org,,622110,,Academic Medical Center,Verified,,Analyst,1,2026-01-20 09:43:12,
UNIVERSITY PHYSICIANS ASSOCIATION,,upasolutions.com,,621111,,Physician Group Practice,Verified,,Analyst,1,2026-01-20 09:43:12,
UNIVERSITY OF CHARLESTON,,ucwv.edu,,611310,,Private University,Verified,,Analyst,1,2026-01-20 09:43:12,
UNIVERSITY OF KY POULTRY RES,,uky.edu,,611310,,University Research Facility,Verified,,Analyst,1,2026-01-20 09:43:12,
VANDERBILT UNIVERSITY,,vanderbilt.edu,,611310,,Private University,Verified,,Analyst,1,2026-01-20 09:43:12,
VANTRUST REAL ESTATE,,vantrustre.com,,531312,,Real Estate Development,Verified,,Analyst,1,2026-01-20 09:43:12,
VILLA MADONNA ACADEMY,,villamadonna.org,,611110,,Private Catholic School,Verified,,Analyst,1,2026-01-20 09:43:12,
VINCENNES UNIVERSITY,,vinu.edu,,611310,,Public University,Verified,,Analyst,1,2026-01-20 09:43:12,
VOLUNTEER STATE COMMUNITY COLLEGE,,volstate.edu,,611210,,Community College,Verified,,Analyst,1,2026-01-20 09:43:12,
WALL STREET PARTNERS II,,haymakercompany.com,,531312,,Commercial Property Mgmt,Deferred,,Analyst,1,2026-01-20 09:43:12,
WAPAKONETA CITY SCHOOLS,,wapak.org,,611110,,Public School District,Verified,,Analyst,1,2026-01-20 09:43:12,
WARBRO REALTY,,ownerland.com,,531312,,Real Estate Management,Verified,,Analyst,1,2026-01-20 09:43:12,
WEST VIRGINIA COMMERCIAL REAL ESTATE,,wv-commercial.com,,531210,,Commercial Real Estate Brokerage,Verified,,Analyst,1,2026-01-20 09:43:12,
WESTERN GOVERNORS UNIVERSITY,,wgu.edu,,611310,,Private University (Online),Verified,,Analyst,1,2026-01-20 09:43:12,
WHITE PROPERTIES MIDDLEBROOK,,whiterealty.com,,531312,,Commercial Property Management,Verified,,Analyst,1,2026-01-20 09:43:12,
WILSON COUNTY SCHOOLS,,wcschools.com,,611110,,Public School District,Verified,,Analyst,1,2026-01-20 09:43:12,
WINDSOR SQUARE,,smdproperty.com,,531120,,Shopping Center,Deferred,,Analyst,1,2026-01-20 09:43:12,
WINIT KENTUCKY HOLDINGS,,winitamerica.com,,488510,,Logistics & Freight Forwarding,Verified,,Analyst,1,2026-01-20 09:43:12,
WYOMING CITY SCHOOL DISTRICT,,wyomingcityschools.org,,611110,,Public School District,Verified,,Analyst,1,2026-01-20 09:43:12,
WYOMING SCHOOL DISTRICT,,wyomingcityschools.org,,611110,,Public School District,Verified,,Analyst,1,2026-01-20 09:43:12,
ZELLER REALTY GROUP,,zeller.us,,531312,,Commercial Property Management,Verified,,Analyst,1,2026-01-20 09:43:12,
109 INDEPENDENCE LANE,,,,531110,,Residential Rental,Deferred,,Analyst,1,2026-01-20 09:43:12,
1633 CLIO AVENUE,,,,531110,,Residential Rental,Deferred,,Analyst,1,2026-01-20 09:43:12,
20 N DELAWARE,,,,531120,,Nonresidential Building,Deferred,,Analyst,1,2026-01-20 09:43:12,
21ST MORTGAGE,,21stmortgage.com,,522292,,Mortgage Lending,Verified,,Analyst,1,2026-01-20 09:43:12,
34 MARKET SQUARE,,,,531120,,Nonresidential Building,Deferred,,Analyst,1,2026-01-20 09:43:12,
502 FLETCHER AVE,,,,531110,,Residential Rental,Deferred,,Analyst,1,2026-01-20 09:43:12,
56 STREET,,,,531110,,Residential Rental,Deferred,,Analyst,1,2026-01-20 09:43:12,
625 MARKET STREET,,,,531120,,Nonresidential Building,Deferred,,Analyst,1,2026-01-20 09:43:12,
